GHGRP ID,Observation Date,Average Landfill Point Source Emission (kg/h),Average Landfill Point Source Emission Uncertainty (kg/h),Average Emission Rate over all overpasses (kg/h),Average Uncertainty Rate over all overpasses (kg/h),Average reported GHGRP emissions (METRIC TONS CO2e),Number of days landfill was flown,Number of days where point sources were detected ,Latitude of Plume Origin,Longitude of Plume Origin,Plume Candidate ID (UTC time of detection),Instantaneous Emission Rate (kg/h),Instantaneous Emission Rate Uncertainty (kg/h)
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.7203344,-117.70327,ang20220302t195344-A,478.0,186.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.715342,-117.70036,ang20220311t185338-A,719.0,307.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.720566,-117.70483,ang20220311t202515-A,857.0,323.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.715904,-117.70379,ang20200811t200130-B,182.0,61.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.720606,-117.70422,ang20220401t212926-A,437.0,151.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.718309,-117.70318,GAO20211111t204558p0000-A,436.0,196.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.716176,-117.70329,ang20200720t204136-B,167.0,64.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.715349,-117.699,ang20220318t203132-A,400.0,104.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.720865,-117.7032,ang20220302t182946-B,351.0,190.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.718217,-117.7005,ang20200830t202837-B,141.0,57.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.716065,-117.69866,ang20220318t183727-A,311.0,89.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.720787,-117.70411,ang20220318t183727-B,306.0,101.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.712135,-117.70833,GAO20201114t184338p0000-1,280.0,86.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.7194921,-117.7064,GAO20201111t190112p0000-1,2474.0,662.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.7195741,-117.70625,GAO20201111t190435p0000-1,1776.0,495.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.718147,-117.70412,GAO20211110t191107p0000-B,260.0,106.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.7157519,-117.69733,ang20220302t182946-A,253.0,121.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.719749,-117.70405,GAO20201114t184022p0000-B,1397.0,610.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.719284,-117.70351,GAO20201114t184338p0000-B,1454.0,754.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.7219934,-117.7019,GAO20201117t184543p0000-1,2382.0,1165.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.719753,-117.70095,GAO20201117t184543p0000-A,1451.0,467.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.719883,-117.70339,GAO20201117t184543p0000-B,1676.0,666.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.719104,-117.70618,GAO20201117t184543p0000-C,597.0,206.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.712151,-117.70851,GAO20201117t184152p0000-A,209.0,124.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.7120933,-117.70852,GAO20201114t184022p0000-1,176.0,85.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.7181615,-117.70407,GAO20211110t190751p0000-B,174.0,64.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.71575,-117.69968,GAO20211110t190751p0000-A,132.0,69.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.718939,-117.70631,ang20200906t202258-B,76.0,52.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.7144022,-117.69901,GAO20211111t205341p0000-A,753.0,360.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.719211,-117.70443,GAO20211111t205341p0000-B,568.0,207.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.71575,-117.69968,GAO20211110t191107p0000-A,64.0,42.0
1002107,11/17/2020,2643.0,1096.0,711.0,273.0,332925.0,22.0,20.0,33.719523,-117.697688,ang20220916t210907-A,79.0,36.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71713,-117.70805,ang20161001t184552-A,93.0,28.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.72204,-117.69723,ang20161001t184552-B,104.0,61.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.72164,-117.70116,ang20161001t184552-C,94.0,31.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71807,-117.70325,ang20161001t184552-D,64.0,21.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71852,-117.70146,ang20161001t184552-E,442.0,184.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.72204,-117.69723,ang20161001t185608-A,89.0,26.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.72194,-117.6985,ang20161001t185608-B,125.0,33.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71744,-117.70415,ang20161001t185608-C,67.0,17.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71852,-117.70146,ang20161001t185608-D,57.0,20.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.7155468,-117.69852,ang20200919t221056-1,624.0,149.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71585,-117.69817,ang20200830t202837-A,505.0,116.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.718021,-117.70011,ang20200720t204136-A,466.0,112.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.7159695,-117.69798,ang20200906t202258-A,413.0,188.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.72043,-117.70277,ang20171023t192818-A,1109.0,468.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71964,-117.70456,ang20171023t192818-B,465.0,169.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.72164,-117.70116,ang20171023t192818-C,195.0,93.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71674,-117.70502,ang20171023t193220-C,157.0,50.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.72043,-117.70277,ang20171023t193220-E,1293.0,582.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71964,-117.70456,ang20171023t193220-F,467.0,226.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71715,-117.7025,ang20171023t215031-A,83.0,73.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71674,-117.70502,ang20171023t215031-B,141.0,88.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71344,-117.70398,ang20171023t215031-C,264.0,174.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.72043,-117.70277,ang20171023t215031-D,709.0,457.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.70836,-117.70809,ang20171023t215031-F,204.0,135.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.7175254,-117.6962,ang20200720t204136-1,378.0,124.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71715,-117.7025,ang20171023t215413-A,34.0,25.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71621,-117.70243,ang20171023t215413-B,52.0,34.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71344,-117.70398,ang20171023t215413-C,27.0,20.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.72043,-117.70277,ang20171023t215413-D,1000.0,649.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71964,-117.70456,ang20171023t215413-E,198.0,163.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.70836,-117.70809,ang20171023t215413-F,39.0,27.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.72247,-117.69879,ang20171023t215413-G,54.0,33.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71385,-117.706,ang20171023t215413-H,301.0,202.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.716887,-117.70191,ang20200811t200130-A,280.0,73.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.717428,-117.704123,ang20181001t174635-A,67.0,30.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.719093,-117.706075,ang20181001t174635-B,211.0,150.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.721353,-117.702361,ang20181001t174635-C,380.0,104.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.723105,-117.699426,ang20181001t174635-D,633.0,168.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.717428,-117.704123,ang20181001t175246-A,121.0,29.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.719093,-117.706075,ang20181001t175246-B,85.0,42.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.721353,-117.702361,ang20181001t175246-C,526.0,175.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.723105,-117.699426,ang20181001t175246-D,422.0,108.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.7177146,-117.70015,ang20200716t204525-1,250.0,99.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.716611,-117.69936,ang20200814t191007-A,201.0,55.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.7203344,-117.70327,ang20220302t195344-A,478.0,186.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.715342,-117.70036,ang20220311t185338-A,719.0,307.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.720566,-117.70483,ang20220311t202515-A,857.0,323.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.715904,-117.70379,ang20200811t200130-B,182.0,61.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.720606,-117.70422,ang20220401t212926-A,437.0,151.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.718309,-117.70318,GAO20211111t204558p0000-A,436.0,196.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.716176,-117.70329,ang20200720t204136-B,167.0,64.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.715349,-117.699,ang20220318t203132-A,400.0,104.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.720865,-117.7032,ang20220302t182946-B,351.0,190.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.718217,-117.7005,ang20200830t202837-B,141.0,57.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.716065,-117.69866,ang20220318t183727-A,311.0,89.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.720787,-117.70411,ang20220318t183727-B,306.0,101.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.712135,-117.70833,GAO20201114t184338p0000-1,280.0,86.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.7194921,-117.7064,GAO20201111t190112p0000-1,2474.0,662.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.7195741,-117.70625,GAO20201111t190435p0000-1,1776.0,495.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.718147,-117.70412,GAO20211110t191107p0000-B,260.0,106.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.7157519,-117.69733,ang20220302t182946-A,253.0,121.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.719749,-117.70405,GAO20201114t184022p0000-B,1397.0,610.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.719284,-117.70351,GAO20201114t184338p0000-B,1454.0,754.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.7219934,-117.7019,GAO20201117t184543p0000-1,2382.0,1165.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.719753,-117.70095,GAO20201117t184543p0000-A,1451.0,467.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.719883,-117.70339,GAO20201117t184543p0000-B,1676.0,666.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.719104,-117.70618,GAO20201117t184543p0000-C,597.0,206.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.712151,-117.70851,GAO20201117t184152p0000-A,209.0,124.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.7120933,-117.70852,GAO20201114t184022p0000-1,176.0,85.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.7181615,-117.70407,GAO20211110t190751p0000-B,174.0,64.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71575,-117.69968,GAO20211110t190751p0000-A,132.0,69.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.718939,-117.70631,ang20200906t202258-B,76.0,52.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.7144022,-117.69901,GAO20211111t205341p0000-A,753.0,360.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.719211,-117.70443,GAO20211111t205341p0000-B,568.0,207.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.71575,-117.69968,GAO20211110t191107p0000-A,64.0,42.0
1002107,11/10/2021,157.0,70.0,711.0,273.0,332925.0,22.0,20.0,33.719523,-117.697688,ang20220916t210907-A,79.0,36.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71713,-117.70805,ang20161001t184552-A,93.0,28.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.72204,-117.69723,ang20161001t184552-B,104.0,61.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.72164,-117.70116,ang20161001t184552-C,94.0,31.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71807,-117.70325,ang20161001t184552-D,64.0,21.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71852,-117.70146,ang20161001t184552-E,442.0,184.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.72204,-117.69723,ang20161001t185608-A,89.0,26.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.72194,-117.6985,ang20161001t185608-B,125.0,33.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71744,-117.70415,ang20161001t185608-C,67.0,17.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71852,-117.70146,ang20161001t185608-D,57.0,20.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.7155468,-117.69852,ang20200919t221056-1,624.0,149.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71585,-117.69817,ang20200830t202837-A,505.0,116.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.718021,-117.70011,ang20200720t204136-A,466.0,112.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.7159695,-117.69798,ang20200906t202258-A,413.0,188.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.72043,-117.70277,ang20171023t192818-A,1109.0,468.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71964,-117.70456,ang20171023t192818-B,465.0,169.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.72164,-117.70116,ang20171023t192818-C,195.0,93.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71674,-117.70502,ang20171023t193220-C,157.0,50.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.72043,-117.70277,ang20171023t193220-E,1293.0,582.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71964,-117.70456,ang20171023t193220-F,467.0,226.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71715,-117.7025,ang20171023t215031-A,83.0,73.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71674,-117.70502,ang20171023t215031-B,141.0,88.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71344,-117.70398,ang20171023t215031-C,264.0,174.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.72043,-117.70277,ang20171023t215031-D,709.0,457.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.70836,-117.70809,ang20171023t215031-F,204.0,135.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.7175254,-117.6962,ang20200720t204136-1,378.0,124.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71715,-117.7025,ang20171023t215413-A,34.0,25.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71621,-117.70243,ang20171023t215413-B,52.0,34.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71344,-117.70398,ang20171023t215413-C,27.0,20.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.72043,-117.70277,ang20171023t215413-D,1000.0,649.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71964,-117.70456,ang20171023t215413-E,198.0,163.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.70836,-117.70809,ang20171023t215413-F,39.0,27.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.72247,-117.69879,ang20171023t215413-G,54.0,33.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71385,-117.706,ang20171023t215413-H,301.0,202.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.716887,-117.70191,ang20200811t200130-A,280.0,73.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.717428,-117.704123,ang20181001t174635-A,67.0,30.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.719093,-117.706075,ang20181001t174635-B,211.0,150.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.721353,-117.702361,ang20181001t174635-C,380.0,104.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.723105,-117.699426,ang20181001t174635-D,633.0,168.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.717428,-117.704123,ang20181001t175246-A,121.0,29.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.719093,-117.706075,ang20181001t175246-B,85.0,42.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.721353,-117.702361,ang20181001t175246-C,526.0,175.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.723105,-117.699426,ang20181001t175246-D,422.0,108.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.7177146,-117.70015,ang20200716t204525-1,250.0,99.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.716611,-117.69936,ang20200814t191007-A,201.0,55.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.7203344,-117.70327,ang20220302t195344-A,478.0,186.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.715342,-117.70036,ang20220311t185338-A,719.0,307.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.720566,-117.70483,ang20220311t202515-A,857.0,323.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.715904,-117.70379,ang20200811t200130-B,182.0,61.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.720606,-117.70422,ang20220401t212926-A,437.0,151.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.718309,-117.70318,GAO20211111t204558p0000-A,436.0,196.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.716176,-117.70329,ang20200720t204136-B,167.0,64.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.715349,-117.699,ang20220318t203132-A,400.0,104.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.720865,-117.7032,ang20220302t182946-B,351.0,190.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.718217,-117.7005,ang20200830t202837-B,141.0,57.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.716065,-117.69866,ang20220318t183727-A,311.0,89.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.720787,-117.70411,ang20220318t183727-B,306.0,101.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.712135,-117.70833,GAO20201114t184338p0000-1,280.0,86.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.7194921,-117.7064,GAO20201111t190112p0000-1,2474.0,662.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.7195741,-117.70625,GAO20201111t190435p0000-1,1776.0,495.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.718147,-117.70412,GAO20211110t191107p0000-B,260.0,106.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.7157519,-117.69733,ang20220302t182946-A,253.0,121.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.719749,-117.70405,GAO20201114t184022p0000-B,1397.0,610.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.719284,-117.70351,GAO20201114t184338p0000-B,1454.0,754.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.7219934,-117.7019,GAO20201117t184543p0000-1,2382.0,1165.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.719753,-117.70095,GAO20201117t184543p0000-A,1451.0,467.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.719883,-117.70339,GAO20201117t184543p0000-B,1676.0,666.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.719104,-117.70618,GAO20201117t184543p0000-C,597.0,206.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.712151,-117.70851,GAO20201117t184152p0000-A,209.0,124.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.7120933,-117.70852,GAO20201114t184022p0000-1,176.0,85.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.7181615,-117.70407,GAO20211110t190751p0000-B,174.0,64.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71575,-117.69968,GAO20211110t190751p0000-A,132.0,69.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.718939,-117.70631,ang20200906t202258-B,76.0,52.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.7144022,-117.69901,GAO20211111t205341p0000-A,753.0,360.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.719211,-117.70443,GAO20211111t205341p0000-B,568.0,207.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.71575,-117.69968,GAO20211110t191107p0000-A,64.0,42.0
1002107,11/11/2021,1255.0,562.0,711.0,273.0,332925.0,22.0,20.0,33.719523,-117.697688,ang20220916t210907-A,79.0,36.0
1002107,3/2/2022,668.0,309.0,711.0,273.0,332925.0,22.0,20.0,33.71713,-117.70805,ang20161001t184552-A,93.0,28.0
1002107,3/2/2022,668.0,309.0,711.0,273.0,332925.0,22.0,20.0,33.72204,-117.69723,ang20161001t184552-B,104.0,61.0
1002107,3/2/2022,668.0,309.0,711.0,273.0,332925.0,22.0,20.0,33.72164,-117.70116,ang20161001t184552-C,94.0,31.0
1002107,3/2/2022,668.0,309.0,711.0,273.0,332925.0,22.0,20.0,33.71807,-117.70325,ang20161001t184552-D,64.0,21.0
1002107,3/2/2022,668.0,309.0,711.0,273.0,332925.0,22.0,20.0,33.71852,-117.70146,ang20161001t184552-E,442.0,184.0
1002107,3/2/2022,668.0,309.0,711.0,273.0,332925.0,22.0,20.0,33.72204,-117.69723,ang20161001t185608-A,89.0,26.0
